"Notes"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	"ICD Chapter"	"ICD Chapter Code"	Deaths	Population	Crude Rate
	"90-94 years"	"90-94"	"Female"	"F"	"2004"	"2004"	"Diseases of the respiratory system"	"J00-J98"	15013	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2004"	"2004"	"Diseases of the digestive system"	"K00-K92"	4642	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2004"	"2004"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	338	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2004"	"2004"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	1154	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2004"	"2004"	"Diseases of the genitourinary system"	"N00-N98"	5103	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2004"	"2004"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	0	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2004"	"2004"	"Certain conditions originating in the perinatal period"	"P00-P96"	0	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2004"	"2004"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	63	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2004"	"2004"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	2824	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2004"	"2004"	"Codes for special purposes"	"U00-U99"	0	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2004"	"2004"	"External causes of morbidity and mortality"	"V01-Y89"	3154	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2005"	"2005"	"Certain infectious and parasitic diseases"	"A00-B99"	2989	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2005"	"2005"	"Neoplasms"	"C00-D48"	14661	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2005"	"2005"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	604	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2005"	"2005"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	5633	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2005"	"2005"	"Mental and behavioural disorders"	"F01-F99"	11111	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2005"	"2005"	"Diseases of the nervous system"	"G00-G98"	14378	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2005"	"2005"	"Diseases of the eye and adnexa"	"H00-H57"	Suppressed	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2005"	"2005"	"Diseases of the ear and mastoid process"	"H60-H93"	Suppressed	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2005"	"2005"	"Diseases of the circulatory system"	"I00-I99"	80938	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2005"	"2005"	"Diseases of the respiratory system"	"J00-J98"	16363	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2005"	"2005"	"Diseases of the digestive system"	"K00-K92"	4682	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2005"	"2005"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	389	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2005"	"2005"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	1147	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2005"	"2005"	"Diseases of the genitourinary system"	"N00-N98"	5356	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2005"	"2005"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	0	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2005"	"2005"	"Certain conditions originating in the perinatal period"	"P00-P96"	0	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2005"	"2005"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	73	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2005"	"2005"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	3045	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2005"	"2005"	"Codes for special purposes"	"U00-U99"	0	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2005"	"2005"	"External causes of morbidity and mortality"	"V01-Y89"	3309	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2006"	"2006"	"Certain infectious and parasitic diseases"	"A00-B99"	3000	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2006"	"2006"	"Neoplasms"	"C00-D48"	15122	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2006"	"2006"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	503	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2006"	"2006"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	5063	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2006"	"2006"	"Mental and behavioural disorders"	"F01-F99"	14628	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2006"	"2006"	"Diseases of the nervous system"	"G00-G98"	14876	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2006"	"2006"	"Diseases of the eye and adnexa"	"H00-H57"	Suppressed	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2006"	"2006"	"Diseases of the ear and mastoid process"	"H60-H93"	Suppressed	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2006"	"2006"	"Diseases of the circulatory system"	"I00-I99"	76395	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2006"	"2006"	"Diseases of the respiratory system"	"J00-J98"	14904	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2006"	"2006"	"Diseases of the digestive system"	"K00-K92"	4712	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2006"	"2006"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	329	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2006"	"2006"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	1081	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2006"	"2006"	"Diseases of the genitourinary system"	"N00-N98"	5432	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2006"	"2006"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	Suppressed	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2006"	"2006"	"Certain conditions originating in the perinatal period"	"P00-P96"	0	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2006"	"2006"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	58	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2006"	"2006"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	3409	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2006"	"2006"	"Codes for special purposes"	"U00-U99"	0	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2006"	"2006"	"External causes of morbidity and mortality"	"V01-Y89"	3325	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2007"	"2007"	"Certain infectious and parasitic diseases"	"A00-B99"	2943	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2007"	"2007"	"Neoplasms"	"C00-D48"	14910	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2007"	"2007"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	654	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2007"	"2007"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	5201	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2007"	"2007"	"Mental and behavioural disorders"	"F01-F99"	15016	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2007"	"2007"	"Diseases of the nervous system"	"G00-G98"	15112	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2007"	"2007"	"Diseases of the eye and adnexa"	"H00-H57"	Suppressed	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2007"	"2007"	"Diseases of the ear and mastoid process"	"H60-H93"	Suppressed	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2007"	"2007"	"Diseases of the circulatory system"	"I00-I99"	75210	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2007"	"2007"	"Diseases of the respiratory system"	"J00-J98"	15007	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2007"	"2007"	"Diseases of the digestive system"	"K00-K92"	4629	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2007"	"2007"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	273	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2007"	"2007"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	1081	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2007"	"2007"	"Diseases of the genitourinary system"	"N00-N98"	5367	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2007"	"2007"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	0	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2007"	"2007"	"Certain conditions originating in the perinatal period"	"P00-P96"	0	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2007"	"2007"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	49	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2007"	"2007"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	3710	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2007"	"2007"	"Codes for special purposes"	"U00-U99"	0	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2007"	"2007"	"External causes of morbidity and mortality"	"V01-Y89"	3535	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2008"	"2008"	"Certain infectious and parasitic diseases"	"A00-B99"	3142	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2008"	"2008"	"Neoplasms"	"C00-D48"	15348	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2008"	"2008"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	659	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2008"	"2008"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	5285	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2008"	"2008"	"Mental and behavioural disorders"	"F01-F99"	17641	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2008"	"2008"	"Diseases of the nervous system"	"G00-G98"	16318	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2008"	"2008"	"Diseases of the eye and adnexa"	"H00-H57"	Suppressed	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2008"	"2008"	"Diseases of the ear and mastoid process"	"H60-H93"	Suppressed	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2008"	"2008"	"Diseases of the circulatory system"	"I00-I99"	75775	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2008"	"2008"	"Diseases of the respiratory system"	"J00-J98"	16132	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2008"	"2008"	"Diseases of the digestive system"	"K00-K92"	4575	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2008"	"2008"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	318	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2008"	"2008"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	1117	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2008"	"2008"	"Diseases of the genitourinary system"	"N00-N98"	5027	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2008"	"2008"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	0	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2008"	"2008"	"Certain conditions originating in the perinatal period"	"P00-P96"	0	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2008"	"2008"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	59	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2008"	"2008"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	4038	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2008"	"2008"	"Codes for special purposes"	"U00-U99"	0	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2008"	"2008"	"External causes of morbidity and mortality"	"V01-Y89"	3722	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2009"	"2009"	"Certain infectious and parasitic diseases"	"A00-B99"	3219	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2009"	"2009"	"Neoplasms"	"C00-D48"	15107	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2009"	"2009"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	635	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2009"	"2009"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	5048	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2009"	"2009"	"Mental and behavioural disorders"	"F01-F99"	17668	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2009"	"2009"	"Diseases of the nervous system"	"G00-G98"	15911	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2009"	"2009"	"Diseases of the eye and adnexa"	"H00-H57"	Suppressed	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2009"	"2009"	"Diseases of the ear and mastoid process"	"H60-H93"	Suppressed	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2009"	"2009"	"Diseases of the circulatory system"	"I00-I99"	71693	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2009"	"2009"	"Diseases of the respiratory system"	"J00-J98"	14981	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2009"	"2009"	"Diseases of the digestive system"	"K00-K92"	4393	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2009"	"2009"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	302	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2009"	"2009"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	1014	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2009"	"2009"	"Diseases of the genitourinary system"	"N00-N98"	4906	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2009"	"2009"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	0	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2009"	"2009"	"Certain conditions originating in the perinatal period"	"P00-P96"	0	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2009"	"2009"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	65	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2009"	"2009"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	4163	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2009"	"2009"	"Codes for special purposes"	"U00-U99"	0	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2009"	"2009"	"External causes of morbidity and mortality"	"V01-Y89"	3718	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2010"	"2010"	"Certain infectious and parasitic diseases"	"A00-B99"	3206	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2010"	"2010"	"Neoplasms"	"C00-D48"	15931	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2010"	"2010"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	657	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2010"	"2010"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	5364	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2010"	"2010"	"Mental and behavioural disorders"	"F01-F99"	20550	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2010"	"2010"	"Diseases of the nervous system"	"G00-G98"	17163	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2010"	"2010"	"Diseases of the eye and adnexa"	"H00-H57"	Suppressed	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2010"	"2010"	"Diseases of the ear and mastoid process"	"H60-H93"	Suppressed	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2010"	"2010"	"Diseases of the circulatory system"	"I00-I99"	73015	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2010"	"2010"	"Diseases of the respiratory system"	"J00-J98"	15399	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2010"	"2010"	"Diseases of the digestive system"	"K00-K92"	4466	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2010"	"2010"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	306	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2010"	"2010"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	994	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2010"	"2010"	"Diseases of the genitourinary system"	"N00-N98"	5266	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2010"	"2010"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	0	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2010"	"2010"	"Certain conditions originating in the perinatal period"	"P00-P96"	0	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2010"	"2010"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	70	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2010"	"2010"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	4566	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2010"	"2010"	"Codes for special purposes"	"U00-U99"	0	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2010"	"2010"	"External causes of morbidity and mortality"	"V01-Y89"	3977	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2011"	"2011"	"Certain infectious and parasitic diseases"	"A00-B99"	3554	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2011"	"2011"	"Neoplasms"	"C00-D48"	16746	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2011"	"2011"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	679	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2011"	"2011"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	5513	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2011"	"2011"	"Mental and behavioural disorders"	"F01-F99"	23583	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2011"	"2011"	"Diseases of the nervous system"	"G00-G98"	17866	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2011"	"2011"	"Diseases of the eye and adnexa"	"H00-H57"	Suppressed	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2011"	"2011"	"Diseases of the ear and mastoid process"	"H60-H93"	Suppressed	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2011"	"2011"	"Diseases of the circulatory system"	"I00-I99"	74406	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2011"	"2011"	"Diseases of the respiratory system"	"J00-J98"	16865	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2011"	"2011"	"Diseases of the digestive system"	"K00-K92"	4696	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2011"	"2011"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	313	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2011"	"2011"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	1103	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2011"	"2011"	"Diseases of the genitourinary system"	"N00-N98"	5021	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2011"	"2011"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	0	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2011"	"2011"	"Certain conditions originating in the perinatal period"	"P00-P96"	0	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2011"	"2011"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	67	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2011"	"2011"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	5053	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2011"	"2011"	"Codes for special purposes"	"U00-U99"	0	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2011"	"2011"	"External causes of morbidity and mortality"	"V01-Y89"	4363	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2012"	"2012"	"Certain infectious and parasitic diseases"	"A00-B99"	3476	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2012"	"2012"	"Neoplasms"	"C00-D48"	17053	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2012"	"2012"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	717	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2012"	"2012"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	5871	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2012"	"2012"	"Mental and behavioural disorders"	"F01-F99"	25937	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2012"	"2012"	"Diseases of the nervous system"	"G00-G98"	18139	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2012"	"2012"	"Diseases of the eye and adnexa"	"H00-H57"	Suppressed	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2012"	"2012"	"Diseases of the ear and mastoid process"	"H60-H93"	Suppressed	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2012"	"2012"	"Diseases of the circulatory system"	"I00-I99"	75946	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2012"	"2012"	"Diseases of the respiratory system"	"J00-J98"	16788	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2012"	"2012"	"Diseases of the digestive system"	"K00-K92"	4655	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2012"	"2012"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	350	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2012"	"2012"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	1075	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2012"	"2012"	"Diseases of the genitourinary system"	"N00-N98"	5172	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2012"	"2012"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	0	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2012"	"2012"	"Certain conditions originating in the perinatal period"	"P00-P96"	0	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2012"	"2012"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	76	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2012"	"2012"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	5217	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2012"	"2012"	"Codes for special purposes"	"U00-U99"	0	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2012"	"2012"	"External causes of morbidity and mortality"	"V01-Y89"	4539	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2013"	"2013"	"Certain infectious and parasitic diseases"	"A00-B99"	3654	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2013"	"2013"	"Neoplasms"	"C00-D48"	17492	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2013"	"2013"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	631	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2013"	"2013"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	5950	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2013"	"2013"	"Mental and behavioural disorders"	"F01-F99"	27872	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2013"	"2013"	"Diseases of the nervous system"	"G00-G98"	18872	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2013"	"2013"	"Diseases of the eye and adnexa"	"H00-H57"	Suppressed	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"2013"	"2013"	"Diseases of the ear and mastoid process"	"H60-H93"	Suppressed	Not Applicable	Not Applicable
