"Notes"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	"ICD Chapter"	"ICD Chapter Code"	"Race"	"Race Code"	Deaths	Population	Crude Rate
	"70-74 years"	"70-74"	"Male"	"M"	"2008"	"2008"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"White"	"2106-3"	28	262836	10.7
	"70-74 years"	"70-74"	"Male"	"M"	"2008"	"2008"	"External causes of morbidity and mortality"	"V01-Y89"	"White"	"2106-3"	227	262836	86.4
	"70-74 years"	"70-74"	"Male"	"M"	"2009"	"2009"	"Certain infectious and parasitic diseases"	"A00-B99"	"White"	"2106-3"	210	275456	76.2
	"70-74 years"	"70-74"	"Male"	"M"	"2009"	"2009"	"Neoplasms"	"C00-D48"	"Asian or Pacific Islander"	"A-PI"	11	3087	Unreliable
	"70-74 years"	"70-74"	"Male"	"M"	"2009"	"2009"	"Neoplasms"	"C00-D48"	"Black or African American"	"2054-5"	26	11436	227.4
	"70-74 years"	"70-74"	"Male"	"M"	"2009"	"2009"	"Neoplasms"	"C00-D48"	"White"	"2106-3"	1958	275456	710.8
	"70-74 years"	"70-74"	"Male"	"M"	"2009"	"2009"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"White"	"2106-3"	21	275456	7.6
	"70-74 years"	"70-74"	"Male"	"M"	"2009"	"2009"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	456	275456	165.5
	"70-74 years"	"70-74"	"Male"	"M"	"2009"	"2009"	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	103	275456	37.4
	"70-74 years"	"70-74"	"Male"	"M"	"2009"	"2009"	"Diseases of the nervous system"	"G00-G98"	"White"	"2106-3"	192	275456	69.7
	"70-74 years"	"70-74"	"Male"	"M"	"2009"	"2009"	"Diseases of the circulatory system"	"I00-I99"	"Asian or Pacific Islander"	"A-PI"	14	3087	Unreliable
	"70-74 years"	"70-74"	"Male"	"M"	"2009"	"2009"	"Diseases of the circulatory system"	"I00-I99"	"Black or African American"	"2054-5"	23	11436	201.1
	"70-74 years"	"70-74"	"Male"	"M"	"2009"	"2009"	"Diseases of the circulatory system"	"I00-I99"	"White"	"2106-3"	2191	275456	795.4
	"70-74 years"	"70-74"	"Male"	"M"	"2009"	"2009"	"Diseases of the respiratory system"	"J00-J98"	"White"	"2106-3"	507	275456	184.1
	"70-74 years"	"70-74"	"Male"	"M"	"2009"	"2009"	"Diseases of the digestive system"	"K00-K92"	"White"	"2106-3"	333	275456	120.9
	"70-74 years"	"70-74"	"Male"	"M"	"2009"	"2009"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	11	275456	Unreliable
	"70-74 years"	"70-74"	"Male"	"M"	"2009"	"2009"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	26	275456	9.4
	"70-74 years"	"70-74"	"Male"	"M"	"2009"	"2009"	"Diseases of the genitourinary system"	"N00-N98"	"White"	"2106-3"	218	275456	79.1
	"70-74 years"	"70-74"	"Male"	"M"	"2009"	"2009"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"White"	"2106-3"	39	275456	14.2
	"70-74 years"	"70-74"	"Male"	"M"	"2009"	"2009"	"External causes of morbidity and mortality"	"V01-Y89"	"White"	"2106-3"	214	275456	77.7
	"70-74 years"	"70-74"	"Male"	"M"	"2010"	"2010"	"Certain infectious and parasitic diseases"	"A00-B99"	"White"	"2106-3"	207	283968	72.9
	"70-74 years"	"70-74"	"Male"	"M"	"2010"	"2010"	"Neoplasms"	"C00-D48"	"Asian or Pacific Islander"	"A-PI"	14	3340	Unreliable
	"70-74 years"	"70-74"	"Male"	"M"	"2010"	"2010"	"Neoplasms"	"C00-D48"	"Black or African American"	"2054-5"	30	11963	250.8
	"70-74 years"	"70-74"	"Male"	"M"	"2010"	"2010"	"Neoplasms"	"C00-D48"	"White"	"2106-3"	2094	283968	737.4
	"70-74 years"	"70-74"	"Male"	"M"	"2010"	"2010"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"White"	"2106-3"	22	283968	7.7
	"70-74 years"	"70-74"	"Male"	"M"	"2010"	"2010"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	472	283968	166.2
	"70-74 years"	"70-74"	"Male"	"M"	"2010"	"2010"	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	116	283968	40.8
	"70-74 years"	"70-74"	"Male"	"M"	"2010"	"2010"	"Diseases of the nervous system"	"G00-G98"	"White"	"2106-3"	219	283968	77.1
	"70-74 years"	"70-74"	"Male"	"M"	"2010"	"2010"	"Diseases of the circulatory system"	"I00-I99"	"American Indian or Alaska Native"	"1002-5"	10	6491	Unreliable
	"70-74 years"	"70-74"	"Male"	"M"	"2010"	"2010"	"Diseases of the circulatory system"	"I00-I99"	"Asian or Pacific Islander"	"A-PI"	15	3340	Unreliable
	"70-74 years"	"70-74"	"Male"	"M"	"2010"	"2010"	"Diseases of the circulatory system"	"I00-I99"	"Black or African American"	"2054-5"	35	11963	292.6
	"70-74 years"	"70-74"	"Male"	"M"	"2010"	"2010"	"Diseases of the circulatory system"	"I00-I99"	"White"	"2106-3"	2070	283968	729.0
	"70-74 years"	"70-74"	"Male"	"M"	"2010"	"2010"	"Diseases of the respiratory system"	"J00-J98"	"White"	"2106-3"	588	283968	207.1
	"70-74 years"	"70-74"	"Male"	"M"	"2010"	"2010"	"Diseases of the digestive system"	"K00-K92"	"White"	"2106-3"	341	283968	120.1
	"70-74 years"	"70-74"	"Male"	"M"	"2010"	"2010"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	11	283968	Unreliable
	"70-74 years"	"70-74"	"Male"	"M"	"2010"	"2010"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	19	283968	Unreliable
	"70-74 years"	"70-74"	"Male"	"M"	"2010"	"2010"	"Diseases of the genitourinary system"	"N00-N98"	"White"	"2106-3"	232	283968	81.7
	"70-74 years"	"70-74"	"Male"	"M"	"2010"	"2010"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"White"	"2106-3"	49	283968	17.3
	"70-74 years"	"70-74"	"Male"	"M"	"2010"	"2010"	"External causes of morbidity and mortality"	"V01-Y89"	"White"	"2106-3"	218	283968	76.8
	"70-74 years"	"70-74"	"Male"	"M"	"2011"	"2011"	"Certain infectious and parasitic diseases"	"A00-B99"	"White"	"2106-3"	251	299037	83.9
	"70-74 years"	"70-74"	"Male"	"M"	"2011"	"2011"	"Neoplasms"	"C00-D48"	"Black or African American"	"2054-5"	23	12814	179.5
	"70-74 years"	"70-74"	"Male"	"M"	"2011"	"2011"	"Neoplasms"	"C00-D48"	"White"	"2106-3"	2038	299037	681.5
	"70-74 years"	"70-74"	"Male"	"M"	"2011"	"2011"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"White"	"2106-3"	21	299037	7.0
	"70-74 years"	"70-74"	"Male"	"M"	"2011"	"2011"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	553	299037	184.9
	"70-74 years"	"70-74"	"Male"	"M"	"2011"	"2011"	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	121	299037	40.5
	"70-74 years"	"70-74"	"Male"	"M"	"2011"	"2011"	"Diseases of the nervous system"	"G00-G98"	"White"	"2106-3"	260	299037	86.9
	"70-74 years"	"70-74"	"Male"	"M"	"2011"	"2011"	"Diseases of the circulatory system"	"I00-I99"	"American Indian or Alaska Native"	"1002-5"	10	7247	Unreliable
	"70-74 years"	"70-74"	"Male"	"M"	"2011"	"2011"	"Diseases of the circulatory system"	"I00-I99"	"Asian or Pacific Islander"	"A-PI"	24	3627	661.7
	"70-74 years"	"70-74"	"Male"	"M"	"2011"	"2011"	"Diseases of the circulatory system"	"I00-I99"	"Black or African American"	"2054-5"	38	12814	296.6
	"70-74 years"	"70-74"	"Male"	"M"	"2011"	"2011"	"Diseases of the circulatory system"	"I00-I99"	"White"	"2106-3"	2117	299037	707.9
	"70-74 years"	"70-74"	"Male"	"M"	"2011"	"2011"	"Diseases of the respiratory system"	"J00-J98"	"White"	"2106-3"	567	299037	189.6
	"70-74 years"	"70-74"	"Male"	"M"	"2011"	"2011"	"Diseases of the digestive system"	"K00-K92"	"White"	"2106-3"	390	299037	130.4
	"70-74 years"	"70-74"	"Male"	"M"	"2011"	"2011"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	22	299037	7.4
	"70-74 years"	"70-74"	"Male"	"M"	"2011"	"2011"	"Diseases of the genitourinary system"	"N00-N98"	"White"	"2106-3"	165	299037	55.2
	"70-74 years"	"70-74"	"Male"	"M"	"2011"	"2011"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"White"	"2106-3"	34	299037	11.4
	"70-74 years"	"70-74"	"Male"	"M"	"2011"	"2011"	"External causes of morbidity and mortality"	"V01-Y89"	"White"	"2106-3"	220	299037	73.6
	"70-74 years"	"70-74"	"Male"	"M"	"2012"	"2012"	"Certain infectious and parasitic diseases"	"A00-B99"	"White"	"2106-3"	226	312416	72.3
	"70-74 years"	"70-74"	"Male"	"M"	"2012"	"2012"	"Neoplasms"	"C00-D48"	"Asian or Pacific Islander"	"A-PI"	14	3832	Unreliable
	"70-74 years"	"70-74"	"Male"	"M"	"2012"	"2012"	"Neoplasms"	"C00-D48"	"Black or African American"	"2054-5"	30	13257	226.3
	"70-74 years"	"70-74"	"Male"	"M"	"2012"	"2012"	"Neoplasms"	"C00-D48"	"White"	"2106-3"	2212	312416	708.0
	"70-74 years"	"70-74"	"Male"	"M"	"2012"	"2012"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"White"	"2106-3"	20	312416	6.4
	"70-74 years"	"70-74"	"Male"	"M"	"2012"	"2012"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	493	312416	157.8
	"70-74 years"	"70-74"	"Male"	"M"	"2012"	"2012"	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	168	312416	53.8
	"70-74 years"	"70-74"	"Male"	"M"	"2012"	"2012"	"Diseases of the nervous system"	"G00-G98"	"White"	"2106-3"	219	312416	70.1
	"70-74 years"	"70-74"	"Male"	"M"	"2012"	"2012"	"Diseases of the circulatory system"	"I00-I99"	"American Indian or Alaska Native"	"1002-5"	10	7609	Unreliable
	"70-74 years"	"70-74"	"Male"	"M"	"2012"	"2012"	"Diseases of the circulatory system"	"I00-I99"	"Asian or Pacific Islander"	"A-PI"	14	3832	Unreliable
	"70-74 years"	"70-74"	"Male"	"M"	"2012"	"2012"	"Diseases of the circulatory system"	"I00-I99"	"Black or African American"	"2054-5"	30	13257	226.3
	"70-74 years"	"70-74"	"Male"	"M"	"2012"	"2012"	"Diseases of the circulatory system"	"I00-I99"	"White"	"2106-3"	2203	312416	705.1
	"70-74 years"	"70-74"	"Male"	"M"	"2012"	"2012"	"Diseases of the respiratory system"	"J00-J98"	"White"	"2106-3"	579	312416	185.3
	"70-74 years"	"70-74"	"Male"	"M"	"2012"	"2012"	"Diseases of the digestive system"	"K00-K92"	"White"	"2106-3"	348	312416	111.4
	"70-74 years"	"70-74"	"Male"	"M"	"2012"	"2012"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	14	312416	Unreliable
	"70-74 years"	"70-74"	"Male"	"M"	"2012"	"2012"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	31	312416	9.9
	"70-74 years"	"70-74"	"Male"	"M"	"2012"	"2012"	"Diseases of the genitourinary system"	"N00-N98"	"White"	"2106-3"	185	312416	59.2
	"70-74 years"	"70-74"	"Male"	"M"	"2012"	"2012"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"White"	"2106-3"	38	312416	12.2
	"70-74 years"	"70-74"	"Male"	"M"	"2012"	"2012"	"External causes of morbidity and mortality"	"V01-Y89"	"White"	"2106-3"	236	312416	75.5
	"70-74 years"	"70-74"	"Male"	"M"	"2013"	"2013"	"Certain infectious and parasitic diseases"	"A00-B99"	"White"	"2106-3"	206	329434	62.5
	"70-74 years"	"70-74"	"Male"	"M"	"2013"	"2013"	"Neoplasms"	"C00-D48"	"Asian or Pacific Islander"	"A-PI"	16	4135	Unreliable
	"70-74 years"	"70-74"	"Male"	"M"	"2013"	"2013"	"Neoplasms"	"C00-D48"	"Black or African American"	"2054-5"	27	14236	189.7
	"70-74 years"	"70-74"	"Male"	"M"	"2013"	"2013"	"Neoplasms"	"C00-D48"	"White"	"2106-3"	2293	329434	696.0
	"70-74 years"	"70-74"	"Male"	"M"	"2013"	"2013"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"White"	"2106-3"	25	329434	7.6
	"70-74 years"	"70-74"	"Male"	"M"	"2013"	"2013"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	530	329434	160.9
	"70-74 years"	"70-74"	"Male"	"M"	"2013"	"2013"	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	145	329434	44.0
	"70-74 years"	"70-74"	"Male"	"M"	"2013"	"2013"	"Diseases of the nervous system"	"G00-G98"	"White"	"2106-3"	295	329434	89.5
	"70-74 years"	"70-74"	"Male"	"M"	"2013"	"2013"	"Diseases of the circulatory system"	"I00-I99"	"American Indian or Alaska Native"	"1002-5"	12	8213	Unreliable
	"70-74 years"	"70-74"	"Male"	"M"	"2013"	"2013"	"Diseases of the circulatory system"	"I00-I99"	"Asian or Pacific Islander"	"A-PI"	13	4135	Unreliable
	"70-74 years"	"70-74"	"Male"	"M"	"2013"	"2013"	"Diseases of the circulatory system"	"I00-I99"	"Black or African American"	"2054-5"	30	14236	210.7
	"70-74 years"	"70-74"	"Male"	"M"	"2013"	"2013"	"Diseases of the circulatory system"	"I00-I99"	"White"	"2106-3"	2390	329434	725.5
	"70-74 years"	"70-74"	"Male"	"M"	"2013"	"2013"	"Diseases of the respiratory system"	"J00-J98"	"White"	"2106-3"	676	329434	205.2
	"70-74 years"	"70-74"	"Male"	"M"	"2013"	"2013"	"Diseases of the digestive system"	"K00-K92"	"White"	"2106-3"	406	329434	123.2
	"70-74 years"	"70-74"	"Male"	"M"	"2013"	"2013"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	38	329434	11.5
	"70-74 years"	"70-74"	"Male"	"M"	"2013"	"2013"	"Diseases of the genitourinary system"	"N00-N98"	"White"	"2106-3"	207	329434	62.8
	"70-74 years"	"70-74"	"Male"	"M"	"2013"	"2013"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"White"	"2106-3"	53	329434	16.1
	"70-74 years"	"70-74"	"Male"	"M"	"2013"	"2013"	"External causes of morbidity and mortality"	"V01-Y89"	"White"	"2106-3"	273	329434	82.9
	"70-74 years"	"70-74"	"Male"	"M"	"2014"	"2014"	"Certain infectious and parasitic diseases"	"A00-B99"	"White"	"2106-3"	255	350212	72.8
	"70-74 years"	"70-74"	"Male"	"M"	"2014"	"2014"	"Neoplasms"	"C00-D48"	"American Indian or Alaska Native"	"1002-5"	15	8896	Unreliable
	"70-74 years"	"70-74"	"Male"	"M"	"2014"	"2014"	"Neoplasms"	"C00-D48"	"Black or African American"	"2054-5"	54	15444	349.7
	"70-74 years"	"70-74"	"Male"	"M"	"2014"	"2014"	"Neoplasms"	"C00-D48"	"White"	"2106-3"	2386	350212	681.3
	"70-74 years"	"70-74"	"Male"	"M"	"2014"	"2014"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"White"	"2106-3"	29	350212	8.3
	"70-74 years"	"70-74"	"Male"	"M"	"2014"	"2014"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	535	350212	152.8
	"70-74 years"	"70-74"	"Male"	"M"	"2014"	"2014"	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	163	350212	46.5
	"70-74 years"	"70-74"	"Male"	"M"	"2014"	"2014"	"Diseases of the nervous system"	"G00-G98"	"White"	"2106-3"	297	350212	84.8
	"70-74 years"	"70-74"	"Male"	"M"	"2014"	"2014"	"Diseases of the circulatory system"	"I00-I99"	"American Indian or Alaska Native"	"1002-5"	13	8896	Unreliable
	"70-74 years"	"70-74"	"Male"	"M"	"2014"	"2014"	"Diseases of the circulatory system"	"I00-I99"	"Asian or Pacific Islander"	"A-PI"	14	4351	Unreliable
	"70-74 years"	"70-74"	"Male"	"M"	"2014"	"2014"	"Diseases of the circulatory system"	"I00-I99"	"Black or African American"	"2054-5"	51	15444	330.2
	"70-74 years"	"70-74"	"Male"	"M"	"2014"	"2014"	"Diseases of the circulatory system"	"I00-I99"	"White"	"2106-3"	2420	350212	691.0
	"70-74 years"	"70-74"	"Male"	"M"	"2014"	"2014"	"Diseases of the respiratory system"	"J00-J98"	"Black or African American"	"2054-5"	16	15444	Unreliable
	"70-74 years"	"70-74"	"Male"	"M"	"2014"	"2014"	"Diseases of the respiratory system"	"J00-J98"	"White"	"2106-3"	668	350212	190.7
	"70-74 years"	"70-74"	"Male"	"M"	"2014"	"2014"	"Diseases of the digestive system"	"K00-K92"	"White"	"2106-3"	461	350212	131.6
	"70-74 years"	"70-74"	"Male"	"M"	"2014"	"2014"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	13	350212	Unreliable
	"70-74 years"	"70-74"	"Male"	"M"	"2014"	"2014"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	35	350212	10.0
	"70-74 years"	"70-74"	"Male"	"M"	"2014"	"2014"	"Diseases of the genitourinary system"	"N00-N98"	"White"	"2106-3"	200	350212	57.1
	"70-74 years"	"70-74"	"Male"	"M"	"2014"	"2014"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"White"	"2106-3"	34	350212	9.7
	"70-74 years"	"70-74"	"Male"	"M"	"2014"	"2014"	"External causes of morbidity and mortality"	"V01-Y89"	"White"	"2106-3"	294	350212	83.9
	"70-74 years"	"70-74"	"Male"	"M"	"2015"	"2015"	"Certain infectious and parasitic diseases"	"A00-B99"	"White"	"2106-3"	280	373230	75.0
	"70-74 years"	"70-74"	"Male"	"M"	"2015"	"2015"	"Neoplasms"	"C00-D48"	"American Indian or Alaska Native"	"1002-5"	10	9645	Unreliable
	"70-74 years"	"70-74"	"Male"	"M"	"2015"	"2015"	"Neoplasms"	"C00-D48"	"Black or African American"	"2054-5"	39	16520	236.1
	"70-74 years"	"70-74"	"Male"	"M"	"2015"	"2015"	"Neoplasms"	"C00-D48"	"White"	"2106-3"	2422	373230	648.9
	"70-74 years"	"70-74"	"Male"	"M"	"2015"	"2015"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"White"	"2106-3"	26	373230	7.0
	"70-74 years"	"70-74"	"Male"	"M"	"2015"	"2015"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	624	373230	167.2
	"70-74 years"	"70-74"	"Male"	"M"	"2015"	"2015"	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	150	373230	40.2
	"70-74 years"	"70-74"	"Male"	"M"	"2015"	"2015"	"Diseases of the nervous system"	"G00-G98"	"White"	"2106-3"	344	373230	92.2
	"70-74 years"	"70-74"	"Male"	"M"	"2015"	"2015"	"Diseases of the circulatory system"	"I00-I99"	"Asian or Pacific Islander"	"A-PI"	17	4717	Unreliable
	"70-74 years"	"70-74"	"Male"	"M"	"2015"	"2015"	"Diseases of the circulatory system"	"I00-I99"	"Black or African American"	"2054-5"	41	16520	248.2
	"70-74 years"	"70-74"	"Male"	"M"	"2015"	"2015"	"Diseases of the circulatory system"	"I00-I99"	"White"	"2106-3"	2630	373230	704.7
	"70-74 years"	"70-74"	"Male"	"M"	"2015"	"2015"	"Diseases of the respiratory system"	"J00-J98"	"Black or African American"	"2054-5"	10	16520	Unreliable
	"70-74 years"	"70-74"	"Male"	"M"	"2015"	"2015"	"Diseases of the respiratory system"	"J00-J98"	"White"	"2106-3"	687	373230	184.1
	"70-74 years"	"70-74"	"Male"	"M"	"2015"	"2015"	"Diseases of the digestive system"	"K00-K92"	"White"	"2106-3"	478	373230	128.1
	"70-74 years"	"70-74"	"Male"	"M"	"2015"	"2015"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	43	373230	11.5
	"70-74 years"	"70-74"	"Male"	"M"	"2015"	"2015"	"Diseases of the genitourinary system"	"N00-N98"	"White"	"2106-3"	254	373230	68.1
	"70-74 years"	"70-74"	"Male"	"M"	"2015"	"2015"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"White"	"2106-3"	41	373230	11.0
	"70-74 years"	"70-74"	"Male"	"M"	"2015"	"2015"	"External causes of morbidity and mortality"	"V01-Y89"	"White"	"2106-3"	285	373230	76.4
	"70-74 years"	"70-74"	"Male"	"M"	"2016"	"2016"	"Certain infectious and parasitic diseases"	"A00-B99"	"White"	"2106-3"	274	394753	69.4
	"70-74 years"	"70-74"	"Male"	"M"	"2016"	"2016"	"Neoplasms"	"C00-D48"	"American Indian or Alaska Native"	"1002-5"	10	10550	Unreliable
	"70-74 years"	"70-74"	"Male"	"M"	"2016"	"2016"	"Neoplasms"	"C00-D48"	"Asian or Pacific Islander"	"A-PI"	15	5083	Unreliable
	"70-74 years"	"70-74"	"Male"	"M"	"2016"	"2016"	"Neoplasms"	"C00-D48"	"Black or African American"	"2054-5"	34	17986	189.0
	"70-74 years"	"70-74"	"Male"	"M"	"2016"	"2016"	"Neoplasms"	"C00-D48"	"White"	"2106-3"	2496	394753	632.3
	"70-74 years"	"70-74"	"Male"	"M"	"2016"	"2016"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"White"	"2106-3"	30	394753	7.6
	"70-74 years"	"70-74"	"Male"	"M"	"2016"	"2016"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Black or African American"	"2054-5"	14	17986	Unreliable
	"70-74 years"	"70-74"	"Male"	"M"	"2016"	"2016"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	690	394753	174.8
	"70-74 years"	"70-74"	"Male"	"M"	"2016"	"2016"	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	154	394753	39.0
	"70-74 years"	"70-74"	"Male"	"M"	"2016"	"2016"	"Diseases of the nervous system"	"G00-G98"	"White"	"2106-3"	363	394753	92.0
	"70-74 years"	"70-74"	"Male"	"M"	"2016"	"2016"	"Diseases of the circulatory system"	"I00-I99"	"American Indian or Alaska Native"	"1002-5"	11	10550	Unreliable
	"70-74 years"	"70-74"	"Male"	"M"	"2016"	"2016"	"Diseases of the circulatory system"	"I00-I99"	"Asian or Pacific Islander"	"A-PI"	17	5083	Unreliable
	"70-74 years"	"70-74"	"Male"	"M"	"2016"	"2016"	"Diseases of the circulatory system"	"I00-I99"	"Black or African American"	"2054-5"	55	17986	305.8
	"70-74 years"	"70-74"	"Male"	"M"	"2016"	"2016"	"Diseases of the circulatory system"	"I00-I99"	"White"	"2106-3"	2773	394753	702.5
	"70-74 years"	"70-74"	"Male"	"M"	"2016"	"2016"	"Diseases of the respiratory system"	"J00-J98"	"White"	"2106-3"	763	394753	193.3
	"70-74 years"	"70-74"	"Male"	"M"	"2016"	"2016"	"Diseases of the digestive system"	"K00-K92"	"White"	"2106-3"	510	394753	129.2
	"70-74 years"	"70-74"	"Male"	"M"	"2016"	"2016"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	37	394753	9.4
	"70-74 years"	"70-74"	"Male"	"M"	"2016"	"2016"	"Diseases of the genitourinary system"	"N00-N98"	"White"	"2106-3"	278	394753	70.4
	"70-74 years"	"70-74"	"Male"	"M"	"2016"	"2016"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"White"	"2106-3"	43	394753	10.9
	"70-74 years"	"70-74"	"Male"	"M"	"2016"	"2016"	"External causes of morbidity and mortality"	"V01-Y89"	"White"	"2106-3"	331	394753	83.8
	"70-74 years"	"70-74"	"Male"	"M"	"2017"	"2017"	"Certain infectious and parasitic diseases"	"A00-B99"	"White"	"2106-3"	278	429130	64.8
	"70-74 years"	"70-74"	"Male"	"M"	"2017"	"2017"	"Neoplasms"	"C00-D48"	"American Indian or Alaska Native"	"1002-5"	12	11998	Unreliable
	"70-74 years"	"70-74"	"Male"	"M"	"2017"	"2017"	"Neoplasms"	"C00-D48"	"Black or African American"	"2054-5"	32	19454	164.5
	"70-74 years"	"70-74"	"Male"	"M"	"2017"	"2017"	"Neoplasms"	"C00-D48"	"White"	"2106-3"	2631	429130	613.1
	"70-74 years"	"70-74"	"Male"	"M"	"2017"	"2017"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"White"	"2106-3"	38	429130	8.9
	"70-74 years"	"70-74"	"Male"	"M"	"2017"	"2017"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Black or African American"	"2054-5"	14	19454	Unreliable
	"70-74 years"	"70-74"	"Male"	"M"	"2017"	"2017"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	774	429130	180.4
	"70-74 years"	"70-74"	"Male"	"M"	"2017"	"2017"	"Mental and behavioural disorders"	"F01-F99"	"White"	"2106-3"	138	429130	32.2
	"70-74 years"	"70-74"	"Male"	"M"	"2017"	"2017"	"Diseases of the nervous system"	"G00-G98"	"White"	"2106-3"	387	429130	90.2
	"70-74 years"	"70-74"	"Male"	"M"	"2017"	"2017"	"Diseases of the circulatory system"	"I00-I99"	"American Indian or Alaska Native"	"1002-5"	14	11998	Unreliable
	"70-74 years"	"70-74"	"Male"	"M"	"2017"	"2017"	"Diseases of the circulatory system"	"I00-I99"	"Asian or Pacific Islander"	"A-PI"	21	5619	373.7
	"70-74 years"	"70-74"	"Male"	"M"	"2017"	"2017"	"Diseases of the circulatory system"	"I00-I99"	"Black or African American"	"2054-5"	36	19454	185.1
	"70-74 years"	"70-74"	"Male"	"M"	"2017"	"2017"	"Diseases of the circulatory system"	"I00-I99"	"White"	"2106-3"	2921	429130	680.7
	"70-74 years"	"70-74"	"Male"	"M"	"2017"	"2017"	"Diseases of the respiratory system"	"J00-J98"	"Black or African American"	"2054-5"	14	19454	Unreliable
	"70-74 years"	"70-74"	"Male"	"M"	"2017"	"2017"	"Diseases of the respiratory system"	"J00-J98"	"White"	"2106-3"	771	429130	179.7
	"70-74 years"	"70-74"	"Male"	"M"	"2017"	"2017"	"Diseases of the digestive system"	"K00-K92"	"White"	"2106-3"	537	429130	125.1
	"70-74 years"	"70-74"	"Male"	"M"	"2017"	"2017"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	10	429130	Unreliable
	"70-74 years"	"70-74"	"Male"	"M"	"2017"	"2017"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	54	429130	12.6
	"70-74 years"	"70-74"	"Male"	"M"	"2017"	"2017"	"Diseases of the genitourinary system"	"N00-N98"	"White"	"2106-3"	288	429130	67.1
